text input,category
Many friends would be sad. I am ignoring fact that it's good he is out of pain,thought
My boss thinks I will need more time than normal to complete my tasks.,thought
"The worst that could happen would be having to stay late and my boss lecturing me in his office about time efficiency on the job. It would mean I'm inefficient with the basics of time management. This means my boss would feel he'd have to stay on top of me, and I'd feel I can't fit tasks in during the proper time.",thought
Feeling rejected by telling me he doesn't really have time these days.,thought
It would mean to me that he is giving me an excuse because he doesn't want to spend time with me. It would say about me that I am not as attractive as I thought I was.,thought
It would make me feel low on the totem pole of humanity. And it would denote I am lower on the pole than this man I liked.,thought
I've wasted this precious time here when I need to be productive.,thought
I would have been able to accomplish something else had I not wasted the time. It would mean I was incompetent for that stretch of time.,thought
"It would be upsetting because I need to be able to perform under pressure so that I can accomplish other things during times I reserve for them. It would mean I am not performing the duties of an adult properly. Time pressure is important in getting the tasks of school, life, and work done.",thought
Thinking they would not believe me despite not having free time for them.,thought
It would be upsetting because my family is my highest priority. I would not want them to think otherwise. And I believe they would feel this way. It says to me my family is extremely important.,thought
That after 30 years since I first started learning how to cook I am still ruining meals.,thought
That I don't learn from experience.,thought
